Var1,Var2,Var3,Var4
0.282,0.0468,0.166,1.14
0.292,0.0481,0.165,1.18
0.301,0.0494,0.164,1.21
0.311,0.0516,0.166,1.26
0.321,0.0527,0.164,1.29
0.332,0.0509,0.153,1.24
0.343,0.0522,0.152,1.28
0.354,0.0527,0.149,1.29
0.366,0.0559,0.153,1.37
0.378,0.0553,0.146,1.35
0.39,0.0569,0.146,1.39
0.403,0.0586,0.146,1.43
0.416,0.0583,0.14,1.42
0.43,0.059,0.137,1.44
0.444,0.0606,0.136,1.48
0.459,0.062,0.135,1.52
0.473,0.0649,0.137,1.59
0.489,0.0655,0.134,1.6
0.505,0.0667,0.132,1.63
0.522,0.0668,0.128,1.63
0.539,0.0695,0.129,1.7
0.556,0.0716,0.129,1.75
0.575,0.0725,0.126,1.77
0.594,0.0717,0.121,1.75
0.613,0.0744,0.121,1.82
0.633,0.0741,0.117,1.81
0.654,0.076,0.116,1.86
0.676,0.0753,0.111,1.84
0.698,0.0768,0.11,1.88
0.72,0.0815,0.113,1.99
0.744,0.0808,0.109,1.98
0.769,0.0826,0.107,2.02
0.794,0.0849,0.107,2.07
0.82,0.0868,0.106,2.12
0.847,0.087,0.103,2.13
0.875,0.0891,0.102,2.18
0.903,0.0903,0.0999,2.21
0.933,0.0903,0.0967,2.21
0.964,0.0934,0.0969,2.28
0.995,0.0947,0.0951,2.31
1.03,0.0974,0.0948,2.38
1.06,0.101,0.0948,2.46
1.1,0.1,0.0915,2.45
1.13,0.103,0.0911,2.52
1.17,0.106,0.0904,2.58
1.21,0.106,0.0881,2.6
1.25,0.11,0.088,2.68
1.29,0.112,0.0872,2.75
1.33,0.115,0.0866,2.82
1.37,0.116,0.0843,2.83
1.42,0.118,0.0829,2.88
1.47,0.121,0.0824,2.95
1.51,0.123,0.0811,3
1.56,0.126,0.0807,3.09
1.62,0.128,0.0794,3.14
1.67,0.131,0.0787,3.21
1.72,0.133,0.0774,3.26
1.78,0.137,0.0769,3.35
1.84,0.139,0.0757,3.4
1.9,0.141,0.0744,3.45
1.96,0.144,0.0732,3.51
2.03,0.145,0.0715,3.54
2.09,0.147,0.0704,3.6
2.16,0.15,0.0695,3.67
2.23,0.153,0.0685,3.74
2.31,0.156,0.0676,3.81
2.38,0.159,0.0667,3.88
2.46,0.162,0.0657,3.95
2.54,0.164,0.0646,4.01
2.62,0.166,0.0634,4.07
2.71,0.167,0.0617,4.08
2.8,0.169,0.0604,4.13
2.89,0.172,0.0596,4.21
2.98,0.175,0.0587,4.28
3.08,0.181,0.0588,4.43
3.18,0.186,0.0586,4.56
3.29,0.19,0.0579,4.65
3.4,0.194,0.057,4.73
3.51,0.197,0.0562,4.82
3.62,0.2,0.0551,4.88
3.74,0.204,0.0546,4.99
3.87,0.207,0.0536,5.06
3.99,0.211,0.0528,5.15
4.12,0.214,0.052,5.24
4.26,0.217,0.0511,5.31
4.4,0.221,0.0503,5.4
4.54,0.224,0.0493,5.47
4.69,0.228,0.0485,5.57
4.85,0.233,0.048,5.68
5,0.237,0.0473,5.79
5.17,0.242,0.0467,5.9
5.34,0.247,0.0462,6.03
5.51,0.249,0.0452,6.09
5.7,0.254,0.0445,6.2
5.88,0.256,0.0435,6.25
6.08,0.26,0.0428,6.36
6.27,0.264,0.0421,6.46
6.48,0.27,0.0416,6.59
6.69,0.276,0.0412,6.74
6.91,0.281,0.0407,6.87
7.14,0.283,0.0396,6.91
7.37,0.289,0.0392,7.07
7.62,0.292,0.0383,7.13
7.87,0.295,0.0375,7.2
8.12,0.301,0.037,7.36
8.39,0.309,0.0368,7.55
8.67,0.314,0.0363,7.69
8.95,0.319,0.0356,7.79
9.25,0.323,0.035,7.9
9.55,0.329,0.0345,8.05
9.86,0.336,0.034,8.2
10.2,0.34,0.0334,8.31
10.5,0.345,0.0328,8.43
10.9,0.35,0.0322,8.55
11.2,0.356,0.0317,8.7
11.6,0.362,0.0312,8.84
12,0.369,0.0308,9.02
12.4,0.374,0.0302,9.13
12.8,0.377,0.0295,9.21
13.2,0.384,0.0291,9.39
13.6,0.393,0.0288,9.6
14.1,0.4,0.0284,9.78
14.5,0.406,0.0279,9.91
15,0.412,0.0274,10.1
15.5,0.417,0.0269,10.2
16,0.419,0.0262,10.2
16.5,0.428,0.0259,10.5
17.1,0.436,0.0255,10.7
17.6,0.439,0.0249,10.7
18.2,0.447,0.0246,10.9
18.8,0.458,0.0243,11.2
19.4,0.465,0.0239,11.4
20.1,0.471,0.0235,11.5
20.7,0.477,0.023,11.7
21.4,0.48,0.0224,11.7
22.1,0.49,0.0222,12
22.8,0.495,0.0217,12.1
23.6,0.507,0.0215,12.4
24.4,0.516,0.0212,12.6
25.2,0.523,0.0208,12.8
26,0.528,0.0203,12.9
26.8,0.534,0.0199,13.1
27.7,0.541,0.0195,13.2
28.6,0.555,0.0194,13.6
29.6,0.564,0.0191,13.8
30.5,0.572,0.0187,14
31.5,0.574,0.0182,14
32.6,0.58,0.0178,14.2
33.7,0.598,0.0178,14.6
34.8,0.608,0.0175,14.9
35.9,0.61,0.017,14.9
37.1,0.616,0.0166,15.1
38.3,0.629,0.0164,15.4
39.6,0.647,0.0164,15.8
40.9,0.65,0.0159,15.9
42.2,0.65,0.0154,15.9
43.6,0.669,0.0154,16.4
45,0.687,0.0153,16.8
46.5,0.681,0.0146,16.6
48,0.69,0.0144,16.9
49.6,0.719,0.0145,17.6
51.2,0.715,0.014,17.5
52.9,0.72,0.0136,17.6
54.6,0.753,0.0138,18.4
56.4,0.744,0.0132,18.2
58.3,0.756,0.013,18.5
60.2,0.788,0.0131,19.2
62.2,0.768,0.0124,18.8
64.2,0.809,0.0126,19.8
66.3,0.802,0.0121,19.6
68.5,0.817,0.0119,20
70.7,0.844,0.0119,20.6
73.1,0.83,0.0114,20.3
75.5,0.876,0.0116,21.4
77.9,0.851,0.0109,20.8
80.5,0.905,0.0112,22.1
83.1,0.88,0.0106,21.5
85.9,0.923,0.0108,22.6
88.7,0.923,0.0104,22.5
91.6,0.925,0.0101,22.6
94.6,0.984,0.0104,24
97.7,0.933,0.00955,22.8
101,1,0.00992,24.5
104,1.02,0.00978,24.9
108,0.97,0.00901,23.7
111,1.04,0.00934,25.4
115,1.09,0.0095,26.7
119,1.04,0.0088,25.5
123,1.03,0.00837,25.1
127,1.09,0.00863,26.7
131,1.16,0.00891,28.4
135,1.19,0.0088,29
139,1.18,0.00844,28.7
144,1.16,0.00806,28.3
149,1.15,0.00774,28.1
154,1.16,0.00754,28.3
159,1.18,0.00741,28.7
164,1.21,0.00739,29.6
169,1.26,0.00746,30.9
175,1.33,0.00763,32.6
181,1.39,0.00772,34
186,1.37,0.00737,33.6
193,1.29,0.00669,31.5
199,1.32,0.00662,32.2
205,1.48,0.0072,36.1
212,1.41,0.00664,34.4
219,1.4,0.00637,34.1
226,1.54,0.00682,37.7
234,1.42,0.00607,34.7
241,1.59,0.00659,38.9
249,1.51,0.00604,36.8
258,1.56,0.00607,38.2
266,1.66,0.00626,40.7
275,1.61,0.00588,39.5
284,1.62,0.00572,39.7
293,1.68,0.00573,41.1
303,1.73,0.00571,42.2
313,1.76,0.00563,43
323,1.79,0.00556,43.8
333,1.85,0.00554,45.2
344,1.91,0.00555,46.7
356,1.88,0.00529,46
367,1.86,0.00506,45.5
379,2.09,0.0055,51
392,1.88,0.00479,45.9
405,2.21,0.00545,53.9
418,2.01,0.0048,49
432,1.99,0.00461,48.6
446,2.24,0.00502,54.7
461,2.39,0.0052,58.5
476,2.44,0.00514,59.7
491,2.37,0.00482,57.9
508,2.19,0.00431,53.4
524,2.41,0.00459,58.8
541,2.6,0.0048,63.5
559,2.48,0.00443,60.6
577,2.55,0.00442,62.4
596,2.74,0.00459,67
616,2.77,0.0045,67.7
636,2.79,0.00438,68.1
657,2.84,0.00432,69.3
679,3.08,0.00454,75.3
701,2.92,0.00417,71.4
724,3.34,0.00461,81.6
748,3.07,0.0041,75
772,3.03,0.00392,74.1
798,3.15,0.00395,77
824,3.55,0.00431,86.8
851,3.77,0.00443,92.1
879,3.69,0.0042,90.1
908,3.78,0.00416,92.3
938,3.99,0.00426,97.5
968,4.22,0.00435,103
1000,4.24,0.00424,104
