Var1,Var2,Var3,Var4
1.78,0.212,0.119,5.17
1.84,0.215,0.117,5.25
1.9,0.217,0.114,5.31
1.96,0.219,0.112,5.36
2.03,0.224,0.111,5.48
2.09,0.228,0.109,5.57
2.16,0.23,0.107,5.63
2.23,0.235,0.105,5.74
2.31,0.239,0.104,5.84
2.38,0.241,0.101,5.9
2.46,0.245,0.0998,6
2.54,0.248,0.0976,6.06
2.62,0.252,0.0961,6.16
2.71,0.256,0.0944,6.25
2.8,0.259,0.0927,6.34
2.89,0.263,0.091,6.42
2.99,0.266,0.0891,6.5
3.08,0.27,0.0876,6.6
3.18,0.275,0.0864,6.73
3.29,0.28,0.0852,6.85
3.4,0.284,0.0835,6.93
3.51,0.286,0.0815,6.99
3.62,0.292,0.0805,7.13
3.74,0.296,0.0792,7.24
3.87,0.3,0.0776,7.33
3.99,0.304,0.0761,7.43
4.12,0.309,0.0749,7.55
4.26,0.312,0.0734,7.64
4.4,0.317,0.072,7.74
4.54,0.322,0.0708,7.87
4.69,0.326,0.0695,7.98
4.85,0.331,0.0682,8.08
5,0.335,0.067,8.2
5.17,0.339,0.0656,8.29
5.34,0.344,0.0644,8.4
5.51,0.349,0.0633,8.52
5.7,0.354,0.0622,8.65
5.88,0.359,0.0611,8.78
6.08,0.363,0.0598,8.88
6.27,0.369,0.0588,9.02
6.48,0.373,0.0575,9.11
6.69,0.38,0.0567,9.28
6.91,0.384,0.0555,9.38
7.14,0.39,0.0547,9.54
7.37,0.395,0.0536,9.66
7.62,0.4,0.0525,9.78
7.87,0.406,0.0516,9.92
8.12,0.409,0.0504,10
8.39,0.417,0.0497,10.2
8.67,0.423,0.0488,10.3
8.95,0.427,0.0477,10.4
9.25,0.433,0.0468,10.6
9.55,0.439,0.046,10.7
9.86,0.444,0.045,10.9
10.2,0.449,0.0441,11
10.5,0.456,0.0434,11.1
10.9,0.463,0.0426,11.3
11.2,0.47,0.0419,11.5
11.6,0.475,0.041,11.6
12,0.481,0.0401,11.7
12.4,0.487,0.0394,11.9
12.8,0.492,0.0386,12
13.2,0.499,0.0378,12.2
13.6,0.505,0.0371,12.3
14.1,0.512,0.0364,12.5
14.5,0.519,0.0357,12.7
15,0.526,0.035,12.9
15.5,0.532,0.0343,13
16,0.539,0.0336,13.2
16.5,0.545,0.0329,13.3
17.1,0.555,0.0325,13.6
17.6,0.562,0.0318,13.7
18.2,0.566,0.0311,13.8
18.8,0.575,0.0306,14.1
19.4,0.579,0.0298,14.2
20.1,0.589,0.0293,14.4
20.7,0.595,0.0287,14.5
21.4,0.605,0.0283,14.8
22.1,0.614,0.0278,15
22.8,0.62,0.0271,15.2
23.6,0.626,0.0265,15.3
24.4,0.632,0.0259,15.4
25.2,0.641,0.0255,15.7
26,0.651,0.0251,15.9
26.8,0.662,0.0247,16.2
27.7,0.67,0.0242,16.4
28.6,0.676,0.0236,16.5
29.6,0.681,0.023,16.6
30.5,0.69,0.0226,16.9
31.5,0.705,0.0223,17.2
32.6,0.714,0.0219,17.5
33.7,0.72,0.0214,17.6
34.8,0.722,0.0208,17.7
35.9,0.738,0.0206,18
37.1,0.755,0.0204,18.5
38.3,0.76,0.0199,18.6
39.6,0.762,0.0193,18.6
40.9,0.777,0.019,19
42.2,0.795,0.0188,19.4
43.6,0.796,0.0183,19.5
45,0.801,0.0178,19.6
46.5,0.822,0.0177,20.1
48,0.836,0.0174,20.4
49.6,0.831,0.0168,20.3
51.2,0.853,0.0167,20.9
52.9,0.872,0.0165,21.3
54.6,0.862,0.0158,21.1
56.4,0.891,0.0158,21.8
58.3,0.905,0.0155,22.1
60.2,0.895,0.0149,21.9
62.2,0.937,0.0151,22.9
64.2,0.924,0.0144,22.6
66.3,0.95,0.0143,23.2
68.5,0.965,0.0141,23.6
70.7,0.962,0.0136,23.5
73.1,1,0.0137,24.5
75.5,0.982,0.013,24
77.9,1.03,0.0133,25.3
80.5,1.01,0.0125,24.6
83.1,1.06,0.0128,26
85.9,1.04,0.0121,25.5
88.7,1.08,0.0122,26.4
91.6,1.1,0.012,26.9
94.6,1.08,0.0114,26.3
97.7,1.15,0.0118,28.2
101,1.11,0.011,27.2
104,1.14,0.0109,27.8
108,1.21,0.0112,29.6
111,1.17,0.0105,28.6
115,1.16,0.0101,28.4
119,1.24,0.0105,30.4
123,1.29,0.0105,31.5
127,1.25,0.00992,30.7
131,1.22,0.00936,29.9
135,1.24,0.00918,30.3
139,1.29,0.00928,31.6
144,1.35,0.00937,33
149,1.39,0.00937,34.1
154,1.43,0.00929,34.9
159,1.45,0.00914,35.4
164,1.46,0.00892,35.7
169,1.45,0.00857,35.5
175,1.42,0.00814,34.8
181,1.4,0.00778,34.3
186,1.46,0.00782,35.6
193,1.59,0.00825,38.8
199,1.62,0.00816,39.7
205,1.51,0.00735,36.9
212,1.61,0.0076,39.4
219,1.69,0.00772,41.3
226,1.59,0.00701,38.8
234,1.77,0.00758,43.3
241,1.65,0.00683,40.3
249,1.8,0.00721,43.9
258,1.79,0.00694,43.7
266,1.76,0.0066,42.9
275,1.87,0.0068,45.6
284,1.92,0.00677,46.9
293,1.93,0.00658,47.1
303,1.95,0.00643,47.6
313,1.99,0.00636,48.6
323,2.03,0.00628,49.5
333,2.05,0.00613,50
344,2.05,0.00596,50.2
356,2.15,0.00605,52.6
367,2.27,0.00617,55.4
379,2.12,0.00558,51.8
392,2.4,0.00614,58.8
405,2.17,0.00535,52.9
418,2.47,0.00591,60.4
432,2.55,0.00591,62.3
446,2.39,0.00536,58.5
461,2.34,0.00509,57.3
476,2.39,0.00503,58.5
491,2.56,0.00522,62.7
507,2.87,0.00565,70.1
524,2.79,0.00532,68.2
541,2.69,0.00497,65.7
559,2.96,0.00529,72.2
577,2.99,0.00517,73
596,2.94,0.00493,71.9
616,3.05,0.00496,74.6
636,3.18,0.005,77.7
657,3.28,0.005,80.3
679,3.2,0.00471,78.2
701,3.51,0.005,85.7
724,3.29,0.00454,80.4
748,3.75,0.00501,91.6
772,3.96,0.00513,96.8
798,4.05,0.00508,99
824,3.87,0.0047,94.7
851,3.86,0.00454,94.4
879,4.2,0.00478,103
908,4.35,0.00479,106
938,4.4,0.0047,108
968,4.46,0.00461,109
1000,4.71,0.00471,115
