Var1,Var2,Var3,Var4
7.87,0.509,0.0647,12.4
8.12,0.515,0.0634,12.6
8.39,0.522,0.0623,12.8
8.67,0.53,0.0612,13
8.95,0.536,0.0599,13.1
9.25,0.544,0.0588,13.3
9.55,0.552,0.0578,13.5
9.86,0.559,0.0566,13.7
10.2,0.564,0.0554,13.8
10.5,0.572,0.0544,14
10.9,0.581,0.0535,14.2
11.2,0.588,0.0524,14.4
11.6,0.596,0.0514,14.6
12,0.603,0.0503,14.7
12.4,0.61,0.0494,14.9
12.8,0.618,0.0484,15.1
13.2,0.626,0.0475,15.3
13.6,0.635,0.0466,15.5
14.1,0.643,0.0457,15.7
14.5,0.652,0.0448,15.9
15,0.661,0.044,16.1
15.5,0.667,0.0431,16.3
16,0.675,0.0422,16.5
16.5,0.684,0.0414,16.7
17.1,0.695,0.0407,17
17.6,0.703,0.0399,17.2
18.2,0.711,0.039,17.4
18.8,0.721,0.0383,17.6
19.4,0.728,0.0375,17.8
20.1,0.74,0.0368,18.1
20.7,0.747,0.036,18.3
21.4,0.758,0.0354,18.5
22.1,0.769,0.0348,18.8
22.8,0.778,0.0341,19
23.6,0.787,0.0334,19.2
24.4,0.795,0.0326,19.4
25.2,0.805,0.032,19.7
26,0.817,0.0314,20
26.8,0.829,0.0309,20.2
27.7,0.84,0.0303,20.5
28.6,0.85,0.0297,20.8
29.6,0.857,0.029,20.9
30.5,0.866,0.0283,21.2
31.5,0.882,0.028,21.6
32.6,0.895,0.0275,21.9
33.7,0.906,0.0269,22.1
34.8,0.909,0.0262,22.2
35.9,0.923,0.0257,22.6
37.1,0.943,0.0254,23
38.3,0.955,0.0249,23.4
39.6,0.959,0.0242,23.4
40.9,0.971,0.0238,23.7
42.2,0.991,0.0235,24.2
43.6,1,0.023,24.5
45,1,0.0223,24.6
46.5,1.02,0.022,25
48,1.05,0.0218,25.6
49.6,1.04,0.0211,25.5
51.2,1.06,0.0207,25.9
52.9,1.09,0.0206,26.6
54.6,1.08,0.0198,26.4
56.4,1.11,0.0196,27
58.3,1.13,0.0194,27.6
60.2,1.12,0.0186,27.4
62.2,1.16,0.0187,28.3
64.2,1.16,0.0181,28.4
66.3,1.17,0.0177,28.7
68.5,1.21,0.0176,29.5
70.7,1.19,0.0169,29.2
73.1,1.25,0.0171,30.5
75.5,1.22,0.0162,29.8
77.9,1.28,0.0165,31.4
80.5,1.25,0.0155,30.6
83.1,1.32,0.0159,32.3
85.9,1.29,0.015,31.4
88.7,1.35,0.0152,33
91.6,1.34,0.0147,32.8
94.6,1.35,0.0143,33
97.7,1.42,0.0145,34.6
101,1.37,0.0136,33.5
104,1.43,0.0137,34.9
108,1.48,0.0137,36.2
111,1.43,0.0129,34.9
115,1.46,0.0127,35.6
119,1.55,0.013,37.8
123,1.56,0.0127,38.1
127,1.52,0.012,37.1
131,1.51,0.0116,36.9
135,1.56,0.0115,38.1
139,1.62,0.0117,39.7
144,1.68,0.0117,41.1
149,1.72,0.0116,42.1
154,1.76,0.0114,42.9
159,1.78,0.0112,43.6
164,1.8,0.011,44.1
169,1.81,0.0107,44.2
175,1.79,0.0102,43.6
181,1.75,0.00968,42.7
186,1.76,0.00945,43.1
193,1.89,0.00981,46.1
199,1.98,0.00997,48.5
205,1.88,0.00913,45.9
212,1.92,0.00904,46.9
219,2.07,0.00943,50.5
226,1.93,0.00854,47.2
234,2.13,0.00912,52.1
241,2,0.0083,49
249,2.18,0.00876,53.4
258,2.12,0.00825,51.9
266,2.14,0.00806,52.4
275,2.27,0.00825,55.4
284,2.29,0.00809,56.1
293,2.3,0.00784,56.2
303,2.33,0.0077,56.9
313,2.38,0.00762,58.2
323,2.43,0.00753,59.4
333,2.47,0.00739,60.3
344,2.46,0.00715,60.2
356,2.53,0.00712,61.9
367,2.7,0.00734,65.9
379,2.56,0.00674,62.5
392,2.8,0.00715,68.5
405,2.61,0.00644,63.7
418,2.96,0.00708,72.3
432,2.92,0.00675,71.3
446,2.75,0.00618,67.3
461,2.75,0.00598,67.3
476,2.8,0.0059,68.5
491,2.94,0.00598,71.8
507,3.27,0.00644,79.9
524,3.36,0.00641,82.1
541,3.12,0.00577,76.4
559,3.5,0.00627,85.6
577,3.43,0.00594,83.8
596,3.44,0.00577,84.1
616,3.57,0.0058,87.4
636,3.7,0.00581,90.4
657,3.84,0.00584,93.8
679,3.78,0.00557,92.3
701,3.97,0.00567,97.1
724,3.91,0.0054,95.6
748,4.39,0.00587,107
772,4.52,0.00586,111
798,4.65,0.00583,114
824,4.59,0.00557,112
851,4.4,0.00517,108
879,4.88,0.00556,119
908,4.94,0.00544,121
937,5.03,0.00537,123
968,5.14,0.00531,126
1000,5.31,0.00531,130
