Var1,Var2,Var3,Var4
0.118,0.0561,0.475,1.37
0.122,0.0574,0.47,1.4
0.126,0.0588,0.467,1.44
0.13,0.0592,0.455,1.45
0.134,0.0605,0.45,1.48
0.139,0.0636,0.459,1.56
0.143,0.0638,0.445,1.56
0.148,0.0653,0.441,1.6
0.153,0.0686,0.449,1.68
0.158,0.0694,0.44,1.7
0.163,0.0713,0.437,1.74
0.169,0.07,0.415,1.71
0.174,0.0735,0.423,1.8
0.18,0.0749,0.417,1.83
0.185,0.0771,0.416,1.88
0.192,0.0787,0.411,1.92
0.198,0.0786,0.397,1.92
0.204,0.0801,0.392,1.96
0.211,0.0809,0.383,1.98
0.218,0.0827,0.379,2.02
0.225,0.0843,0.374,2.06
0.233,0.0867,0.373,2.12
0.24,0.088,0.366,2.15
0.248,0.0903,0.364,2.21
0.256,0.0919,0.359,2.25
0.265,0.0942,0.356,2.3
0.273,0.0961,0.352,2.35
0.282,0.0958,0.339,2.34
0.292,0.0985,0.338,2.41
0.301,0.1,0.334,2.45
0.311,0.103,0.33,2.51
0.321,0.105,0.326,2.56
0.332,0.103,0.309,2.51
0.343,0.104,0.304,2.55
0.354,0.106,0.3,2.6
0.366,0.111,0.303,2.7
0.378,0.111,0.295,2.72
0.39,0.112,0.288,2.75
0.403,0.115,0.285,2.81
0.416,0.115,0.275,2.8
0.43,0.116,0.27,2.84
0.444,0.119,0.267,2.9
0.459,0.121,0.263,2.95
0.473,0.125,0.264,3.06
0.489,0.126,0.257,3.08
0.505,0.128,0.253,3.12
0.522,0.128,0.245,3.13
0.539,0.132,0.246,3.24
0.556,0.134,0.241,3.27
0.574,0.137,0.239,3.36
0.594,0.137,0.23,3.34
0.613,0.14,0.228,3.42
0.633,0.14,0.221,3.43
0.654,0.144,0.22,3.51
0.676,0.143,0.212,3.5
0.698,0.145,0.208,3.56
0.72,0.151,0.21,3.7
0.744,0.151,0.203,3.69
0.769,0.154,0.2,3.75
0.794,0.157,0.198,3.84
0.82,0.159,0.194,3.89
0.847,0.161,0.19,3.92
0.875,0.164,0.188,4.01
0.903,0.167,0.184,4.07
0.933,0.167,0.179,4.08
0.964,0.172,0.178,4.19
0.995,0.174,0.174,4.24
1.03,0.176,0.172,4.31
1.06,0.18,0.17,4.4
1.1,0.181,0.165,4.43
1.13,0.184,0.162,4.49
1.17,0.187,0.16,4.57
1.21,0.189,0.157,4.63
1.25,0.193,0.154,4.7
1.29,0.196,0.152,4.79
1.33,0.2,0.15,4.88
1.37,0.201,0.146,4.91
1.42,0.204,0.144,4.99
1.47,0.208,0.142,5.08
1.51,0.21,0.139,5.14
1.56,0.214,0.137,5.24
1.62,0.217,0.134,5.29
1.67,0.219,0.131,5.35
1.72,0.223,0.129,5.44
1.78,0.227,0.127,5.54
1.84,0.23,0.125,5.62
1.9,0.233,0.123,5.69
1.96,0.237,0.121,5.78
2.03,0.239,0.118,5.85
2.09,0.243,0.116,5.94
2.16,0.248,0.115,6.05
2.23,0.249,0.112,6.08
2.31,0.254,0.11,6.22
2.38,0.258,0.108,6.31
2.46,0.262,0.106,6.4
2.54,0.266,0.105,6.49
2.62,0.269,0.103,6.58
2.71,0.273,0.101,6.67
2.8,0.276,0.0988,6.76
2.89,0.281,0.0971,6.86
2.99,0.285,0.0954,6.96
3.08,0.29,0.094,7.08
3.18,0.293,0.0922,7.17
3.29,0.297,0.0904,7.27
3.4,0.302,0.0889,7.38
3.51,0.306,0.0873,7.48
3.62,0.31,0.0856,7.58
3.74,0.315,0.0842,7.71
3.87,0.319,0.0826,7.81
3.99,0.324,0.0811,7.91
4.12,0.329,0.0798,8.04
4.26,0.333,0.0782,8.14
4.4,0.338,0.0769,8.27
4.54,0.343,0.0755,8.38
4.69,0.348,0.0741,8.5
4.85,0.353,0.0728,8.62
5,0.359,0.0717,8.77
5.17,0.363,0.0703,8.88
5.34,0.369,0.0691,9.02
5.51,0.374,0.0678,9.14
5.7,0.38,0.0667,9.28
5.88,0.385,0.0655,9.42
6.08,0.391,0.0643,9.55
6.27,0.396,0.0631,9.68
6.48,0.401,0.0619,9.8
6.69,0.407,0.0607,9.94
6.91,0.412,0.0596,10.1
7.14,0.417,0.0584,10.2
7.37,0.423,0.0574,10.3
7.62,0.427,0.0561,10.4
7.87,0.434,0.0552,10.6
8.12,0.439,0.054,10.7
8.39,0.445,0.0531,10.9
8.67,0.452,0.0522,11
8.95,0.457,0.051,11.2
9.25,0.464,0.0502,11.3
9.55,0.472,0.0494,11.5
9.86,0.478,0.0484,11.7
10.2,0.483,0.0475,11.8
10.5,0.491,0.0466,12
10.9,0.499,0.0459,12.2
11.2,0.506,0.0451,12.4
11.6,0.512,0.0442,12.5
12,0.517,0.0432,12.6
12.4,0.523,0.0423,12.8
12.8,0.529,0.0414,12.9
13.2,0.536,0.0406,13.1
13.6,0.543,0.0398,13.3
14.1,0.551,0.0392,13.5
14.5,0.559,0.0385,13.7
15,0.568,0.0378,13.9
15.5,0.575,0.0371,14.1
16,0.582,0.0363,14.2
16.5,0.589,0.0356,14.4
17.1,0.598,0.035,14.6
17.6,0.602,0.0341,14.7
18.2,0.609,0.0334,14.9
18.8,0.618,0.0328,15.1
19.4,0.626,0.0322,15.3
20.1,0.637,0.0318,15.6
20.7,0.646,0.0312,15.8
21.4,0.654,0.0305,16
22.1,0.661,0.0299,16.1
22.8,0.666,0.0291,16.3
23.6,0.674,0.0286,16.5
24.4,0.684,0.0281,16.7
25.2,0.696,0.0277,17
26,0.707,0.0272,17.3
26.8,0.714,0.0266,17.4
27.7,0.719,0.0259,17.6
28.6,0.727,0.0254,17.8
29.6,0.739,0.025,18.1
30.5,0.753,0.0246,18.4
31.6,0.763,0.0242,18.6
32.6,0.764,0.0235,18.7
33.7,0.774,0.023,18.9
34.8,0.787,0.0226,19.2
35.9,0.803,0.0224,19.6
37.1,0.811,0.0219,19.8
38.3,0.813,0.0212,19.9
39.6,0.829,0.021,20.3
40.9,0.848,0.0208,20.7
42.2,0.85,0.0201,20.8
43.6,0.852,0.0195,20.8
45,0.876,0.0195,21.4
46.5,0.891,0.0192,21.8
48,0.886,0.0185,21.7
49.6,0.904,0.0182,22.1
51.2,0.93,0.0181,22.7
52.9,0.921,0.0174,22.5
54.6,0.939,0.0172,23
56.4,0.967,0.0171,23.6
58.3,0.954,0.0164,23.3
60.2,0.986,0.0164,24.1
62.2,0.996,0.016,24.3
64.2,0.992,0.0155,24.2
66.3,1.04,0.0156,25.3
68.5,1.01,0.0148,24.7
70.7,1.07,0.0151,26.1
73.1,1.04,0.0143,25.5
75.5,1.09,0.0144,26.6
77.9,1.08,0.0138,26.3
80.5,1.12,0.0139,27.4
83.1,1.1,0.0132,26.9
85.9,1.16,0.0135,28.4
88.7,1.12,0.0126,27.4
91.6,1.2,0.0131,29.3
94.6,1.16,0.0123,28.4
97.7,1.19,0.0122,29.2
101,1.25,0.0124,30.5
104,1.2,0.0115,29.2
108,1.25,0.0116,30.6
111,1.31,0.0118,32.1
115,1.27,0.011,31
119,1.26,0.0106,30.8
123,1.34,0.0109,32.7
127,1.4,0.0111,34.2
131,1.39,0.0106,34
135,1.36,0.01,33.1
139,1.34,0.00963,32.8
144,1.36,0.00943,33.2
149,1.38,0.00931,33.8
154,1.41,0.00921,34.6
159,1.43,0.00903,35
164,1.44,0.00881,35.3
169,1.45,0.00859,35.5
175,1.49,0.00851,36.3
181,1.57,0.0087,38.4
186,1.68,0.00899,41
193,1.69,0.0088,41.4
199,1.59,0.00801,39
205,1.64,0.008,40.1
212,1.8,0.00848,44
219,1.67,0.00761,40.8
226,1.8,0.00797,44.1
234,1.77,0.00757,43.2
241,1.86,0.0077,45.5
249,1.8,0.0072,43.9
258,1.96,0.00759,47.8
266,1.9,0.00714,46.4
275,1.9,0.00693,46.5
284,1.99,0.00702,48.7
293,2.05,0.007,50.1
303,2.08,0.00686,50.7
313,2.1,0.00671,51.3
323,2.12,0.00657,51.8
333,2.15,0.00644,52.5
344,2.22,0.00645,54.3
356,2.32,0.00653,56.7
367,2.24,0.00611,54.8
379,2.33,0.00614,56.9
392,2.42,0.00616,59
405,2.44,0.00604,59.7
418,2.33,0.00557,56.9
432,2.65,0.00614,64.8
446,2.77,0.0062,67.6
461,2.76,0.00598,67.3
476,2.82,0.00592,68.8
491,2.95,0.006,72.1
507,2.9,0.00572,70.9
524,2.65,0.00505,64.7
541,3.05,0.00564,74.6
559,2.84,0.00507,69.3
577,3.15,0.00546,77
596,3.15,0.00528,76.9
616,3.17,0.00515,77.5
636,3.25,0.00511,79.5
657,3.27,0.00497,79.9
679,3.35,0.00494,81.9
701,3.65,0.0052,89.1
724,3.48,0.00481,85
748,3.47,0.00464,84.7
772,3.74,0.00484,91.3
798,3.78,0.00473,92.3
824,3.73,0.00452,91.1
851,4.3,0.00506,105
879,4.07,0.00464,99.6
908,4.41,0.00486,108
937,4.52,0.00482,110
968,4.63,0.00478,113
1000,4.97,0.00497,122
