Var1,Var2,Var3,Var4
0.192,0.0509,0.266,1.24
0.198,0.0516,0.261,1.26
0.204,0.0549,0.269,1.34
0.211,0.0526,0.249,1.28
0.218,0.0543,0.249,1.33
0.225,0.0551,0.245,1.35
0.232,0.0591,0.254,1.44
0.24,0.0581,0.242,1.42
0.248,0.0601,0.242,1.47
0.256,0.0617,0.241,1.51
0.265,0.0617,0.233,1.51
0.273,0.0654,0.239,1.6
0.282,0.0665,0.236,1.63
0.292,0.0676,0.232,1.65
0.301,0.0659,0.219,1.61
0.311,0.0672,0.216,1.64
0.321,0.069,0.215,1.69
0.332,0.0714,0.215,1.75
0.343,0.0722,0.21,1.76
0.354,0.0744,0.21,1.82
0.366,0.0754,0.206,1.84
0.378,0.0771,0.204,1.88
0.39,0.0792,0.203,1.94
0.403,0.0784,0.195,1.92
0.416,0.0824,0.198,2.01
0.43,0.0831,0.193,2.03
0.444,0.0848,0.191,2.07
0.459,0.0841,0.183,2.05
0.474,0.0843,0.178,2.06
0.489,0.0877,0.179,2.14
0.505,0.0889,0.176,2.17
0.522,0.0909,0.174,2.22
0.539,0.0909,0.169,2.22
0.557,0.0913,0.164,2.23
0.575,0.0935,0.163,2.28
0.593,0.0979,0.165,2.39
0.613,0.0978,0.16,2.39
0.633,0.1,0.158,2.45
0.654,0.1,0.153,2.44
0.675,0.105,0.155,2.56
0.698,0.107,0.153,2.61
0.721,0.107,0.148,2.61
0.744,0.109,0.146,2.66
0.769,0.111,0.144,2.7
0.794,0.111,0.14,2.71
0.82,0.114,0.139,2.79
0.847,0.116,0.137,2.84
0.875,0.118,0.135,2.89
0.904,0.12,0.133,2.93
0.933,0.124,0.132,3.02
0.964,0.124,0.129,3.03
0.995,0.127,0.128,3.11
1.03,0.129,0.126,3.15
1.06,0.13,0.122,3.17
1.1,0.135,0.123,3.3
1.13,0.136,0.12,3.33
1.17,0.138,0.118,3.38
1.21,0.141,0.117,3.45
1.25,0.142,0.114,3.48
1.29,0.143,0.111,3.5
1.33,0.145,0.109,3.56
1.37,0.149,0.108,3.65
1.42,0.153,0.107,3.73
1.47,0.154,0.105,3.77
1.51,0.157,0.104,3.84
1.56,0.158,0.101,3.87
1.62,0.163,0.101,3.97
1.67,0.165,0.0988,4.03
1.72,0.167,0.0969,4.08
1.78,0.169,0.095,4.13
1.84,0.173,0.094,4.22
1.9,0.175,0.092,4.27
1.96,0.178,0.0907,4.35
2.03,0.181,0.0893,4.42
2.09,0.185,0.0883,4.51
2.16,0.186,0.0861,4.55
2.23,0.19,0.085,4.64
2.31,0.192,0.0835,4.7
2.38,0.195,0.0821,4.78
2.46,0.199,0.0808,4.86
2.54,0.201,0.0793,4.92
2.62,0.205,0.0781,5.01
2.71,0.208,0.0769,5.1
2.8,0.212,0.0757,5.18
2.89,0.215,0.0743,5.25
2.99,0.218,0.0731,5.33
3.08,0.221,0.0716,5.4
3.18,0.225,0.0706,5.49
3.29,0.228,0.0694,5.58
3.4,0.232,0.0683,5.67
3.51,0.236,0.0672,5.76
3.62,0.239,0.0661,5.85
3.74,0.243,0.0649,5.93
3.87,0.248,0.0641,6.05
3.99,0.252,0.0632,6.16
4.12,0.256,0.062,6.25
4.26,0.26,0.0611,6.36
4.4,0.265,0.0603,6.48
4.54,0.269,0.0592,6.57
4.69,0.274,0.0585,6.7
4.85,0.279,0.0575,6.81
5,0.282,0.0564,6.9
5.17,0.288,0.0557,7.04
5.34,0.293,0.0548,7.15
5.51,0.298,0.054,7.28
5.7,0.303,0.0532,7.4
5.88,0.307,0.0522,7.51
6.08,0.313,0.0515,7.64
6.27,0.317,0.0505,7.75
6.48,0.323,0.0498,7.89
6.69,0.327,0.0489,8
6.91,0.333,0.0481,8.13
7.14,0.337,0.0472,8.24
7.37,0.342,0.0464,8.36
7.62,0.347,0.0456,8.49
7.87,0.351,0.0446,8.57
8.12,0.357,0.044,8.73
8.39,0.361,0.043,8.82
8.67,0.367,0.0423,8.96
8.95,0.374,0.0417,9.13
9.25,0.378,0.0409,9.25
9.55,0.384,0.0402,9.38
9.86,0.392,0.0397,9.58
10.2,0.4,0.0392,9.76
10.5,0.405,0.0385,9.89
10.9,0.411,0.0378,10
11.2,0.418,0.0372,10.2
11.6,0.424,0.0366,10.4
12,0.43,0.036,10.5
12.4,0.437,0.0353,10.7
12.8,0.442,0.0346,10.8
13.2,0.448,0.0339,10.9
13.6,0.453,0.0333,11.1
14.1,0.46,0.0327,11.2
14.5,0.466,0.0321,11.4
15,0.474,0.0316,11.6
15.5,0.482,0.0311,11.8
16,0.492,0.0307,12
16.5,0.5,0.0302,12.2
17.1,0.505,0.0296,12.3
17.6,0.511,0.029,12.5
18.2,0.517,0.0284,12.6
18.8,0.521,0.0277,12.7
19.4,0.532,0.0274,13
20.1,0.54,0.0269,13.2
20.7,0.551,0.0266,13.5
21.4,0.559,0.0261,13.7
22.1,0.566,0.0256,13.8
22.8,0.571,0.025,14
23.6,0.577,0.0244,14.1
24.4,0.584,0.024,14.3
25.2,0.596,0.0237,14.6
26,0.607,0.0234,14.8
26.8,0.616,0.023,15.1
27.7,0.622,0.0224,15.2
28.6,0.625,0.0218,15.3
29.6,0.635,0.0215,15.5
30.5,0.65,0.0213,15.9
31.6,0.66,0.0209,16.1
32.6,0.667,0.0205,16.3
33.7,0.667,0.0198,16.3
34.8,0.68,0.0196,16.6
35.9,0.698,0.0194,17.1
37.1,0.707,0.0191,17.3
38.3,0.706,0.0184,17.3
39.6,0.714,0.018,17.4
40.9,0.735,0.018,18
42.2,0.748,0.0177,18.3
43.6,0.745,0.0171,18.2
45,0.757,0.0168,18.5
46.5,0.785,0.0169,19.2
48,0.782,0.0163,19.1
49.6,0.784,0.0158,19.2
51.2,0.815,0.0159,19.9
52.9,0.818,0.0155,20
54.6,0.816,0.0149,20
56.4,0.853,0.0151,20.9
58.3,0.845,0.0145,20.7
60.2,0.858,0.0142,21
62.2,0.891,0.0143,21.8
64.2,0.87,0.0135,21.3
66.3,0.917,0.0138,22.4
68.5,0.903,0.0132,22.1
70.7,0.93,0.0132,22.7
73.1,0.94,0.0129,23
75.5,0.949,0.0126,23.2
77.9,0.972,0.0125,23.8
80.5,0.976,0.0121,23.9
83.1,0.994,0.012,24.3
85.9,1.02,0.0119,24.9
88.7,1,0.0113,24.5
91.6,1.07,0.0117,26.1
94.6,1.02,0.0108,24.9
97.7,1.09,0.0112,26.7
101,1.09,0.0108,26.7
104,1.06,0.0102,25.9
108,1.15,0.0107,28
111,1.16,0.0104,28.3
115,1.1,0.00962,27
119,1.15,0.00971,28.1
123,1.24,0.0101,30.2
127,1.24,0.00983,30.4
131,1.21,0.00923,29.5
135,1.18,0.00877,28.9
139,1.2,0.00862,29.4
144,1.24,0.00865,30.4
149,1.29,0.00866,31.5
154,1.32,0.00859,32.2
159,1.34,0.00845,32.8
164,1.35,0.00822,32.9
169,1.34,0.0079,32.7
175,1.33,0.0076,32.5
181,1.36,0.00755,33.3
186,1.47,0.00788,35.9
193,1.57,0.00813,38.3
199,1.51,0.00757,36.8
205,1.45,0.00704,35.4
212,1.62,0.00765,39.6
219,1.57,0.00718,38.5
226,1.58,0.007,38.7
234,1.68,0.00718,41
241,1.64,0.00681,40.2
249,1.69,0.00679,41.4
258,1.79,0.00694,43.7
266,1.71,0.00644,41.9
275,1.78,0.00648,43.5
284,1.87,0.00658,45.7
293,1.9,0.00648,46.4
303,1.92,0.00633,46.8
313,1.94,0.00622,47.5
323,1.97,0.0061,48.2
333,1.99,0.00596,48.6
344,2.03,0.00589,49.6
356,2.15,0.00606,52.7
367,2.16,0.00588,52.8
379,2.1,0.00552,51.2
392,2.34,0.00598,57.2
405,2.17,0.00537,53.1
418,2.29,0.00547,55.9
432,2.55,0.00591,62.4
446,2.5,0.0056,61.1
461,2.43,0.00528,59.4
476,2.49,0.00523,60.8
491,2.68,0.00545,65.5
507,2.84,0.00559,69.4
524,2.57,0.00491,62.9
541,2.77,0.00511,67.6
559,2.77,0.00496,67.7
577,2.99,0.00518,73.2
596,2.93,0.00491,71.6
616,3,0.00487,73.3
636,3.12,0.00491,76.3
657,3.18,0.00483,77.6
679,3.14,0.00463,76.8
701,3.54,0.00505,86.4
724,3.23,0.00447,79
748,3.52,0.0047,85.9
772,3.82,0.00495,93.3
798,3.87,0.00485,94.6
824,3.67,0.00446,89.8
851,4.02,0.00472,98.2
879,4.06,0.00462,99.3
908,4.36,0.00481,107
938,4.42,0.00472,108
968,4.5,0.00465,110
1000,4.86,0.00486,119
